country,code,year,"Fertility rate, total (births per woman)","GDP per capita, PPP (constant 2021 international $)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at national poverty lines (% of population),Rural population (% of total population),Urban population (% of total population)
Malaysia,MYS,1974,4.619,,65.204,33.8,34.0919373002587,2.3969225246851,11200906.0,,63.206,36.794
Malaysia,MYS,1975,4.501,,65.697,31.8,34.9167980520469,2.39071194293749,11471914.0,,62.348,37.652
Malaysia,MYS,1976,4.398,,66.233,29.8,35.763497184599,2.3959708559326,11750097.0,,61.481,38.519
Malaysia,MYS,1977,4.282,,66.72,28.0,36.6328199665196,2.40168174769843,12035713.0,,60.609,39.391
Malaysia,MYS,1978,4.179,,67.17,26.2,37.5229249733678,2.4007519821355,12328157.0,,59.729,40.271
Malaysia,MYS,1979,4.091,,67.607,24.6,38.4351301171816,2.40198093661577,12627862.0,,58.842,41.158
Malaysia,MYS,1980,4.035,,68.061,23.0,39.5171602495815,2.77631260870424,12983363.0,,57.956,42.044
Malaysia,MYS,1981,4.002,,68.461,21.5,40.7828427940953,3.15264589492806,13399203.0,,57.193,42.807
Malaysia,MYS,1982,3.967,,68.876,20.1,42.10256581951,3.18472114484825,13832798.0,,56.426,43.574
Malaysia,MYS,1983,3.928,,69.205,18.8,43.4816831532491,3.22310878172444,14285907.0,,55.655,44.345
Malaysia,MYS,1984,3.885,,69.551,17.6,44.9216527164815,3.25801491550759,14759009.0,,54.881,45.119
Malaysia,MYS,1985,3.804,,69.863,16.5,46.4229432354284,3.28738816697012,15252258.0,,54.107,45.893
Malaysia,MYS,1986,3.699,,70.133,15.6,47.9696210622432,3.27741127041741,15760419.0,,53.329,46.671
Malaysia,MYS,1987,3.565,,70.351,14.7,49.5411261604018,3.22352401394525,16276737.0,,52.55,47.45
Malaysia,MYS,1988,3.502,,70.551,14.0,51.1234363110638,3.14398721440995,16796605.0,,51.768,48.232
Malaysia,MYS,1989,3.313,,70.759,13.3,52.7012539948257,3.03962219398994,17314997.0,,50.988,49.012
Malaysia,MYS,1990,3.304,12013.6969483112,70.952,12.7,54.2784081570537,2.94872577944909,17833171.0,,50.206,49.794
Malaysia,MYS,1991,3.339,12795.0498964228,71.219,12.1,55.8285314259626,2.8158546560368,18342464.0,,49.424,50.576
Malaysia,MYS,1992,3.373,13567.8936121181,71.483,11.6,57.3263491097245,2.64753082839941,18834572.0,,48.186,51.814
Malaysia,MYS,1993,3.364,14533.790397007,71.721,11.1,58.8119433876122,2.55845902443816,19322664.0,,46.891,53.109
Malaysia,MYS,1994,3.346,15474.0144648307,71.865,10.6,60.3270308933191,2.54353236939425,19820446.0,,45.598,54.402
Malaysia,MYS,1995,3.317,16568.5160590209,71.979,10.2,61.8797717242429,2.54130598813685,20330599.0,,44.312,55.688
Malaysia,MYS,1996,3.297,17771.7118795056,72.119,9.9,63.4609252777355,2.52310298452386,20850087.0,,43.031,56.969
Malaysia,MYS,1997,3.227,18604.514527465,72.296,9.4,65.0592542991934,2.48740927032502,21375218.0,,41.763,58.237
Malaysia,MYS,1998,3.12,16817.1719190401,72.385,8.9,66.6769532795617,2.45609059309708,21906713.0,,40.504,59.496
Malaysia,MYS,1999,3.068,17428.6256563043,72.428,8.3,68.2865043372394,2.38527879909653,22435531.0,,39.258,60.742
Malaysia,MYS,2000,2.942,18532.9096706227,72.732,7.7,69.9066078222493,2.34480241175698,22967816.0,,38.023,61.977
Malaysia,MYS,2001,2.807,18186.4411330146,73.08,7.2,71.6071769898037,2.40351289519482,23526538.0,,37.078,62.922
Malaysia,MYS,2002,2.658,18708.8694877279,73.469,6.9,73.3601491401613,2.41855547054066,24102477.0,,36.144,63.856
Malaysia,MYS,2003,2.601,19329.0062757538,73.727,6.7,75.1167310911581,2.36624571909165,24679602.0,,35.22,64.78
Malaysia,MYS,2004,2.493,20168.5062099425,74.027,6.6,76.8734500076092,2.31172452935085,25256772.0,,34.306,65.694
Malaysia,MYS,2005,2.391,20767.5857243346,74.37,6.5,78.6366489118856,2.26772984873607,25836071.0,,33.406,66.594
Malaysia,MYS,2006,2.308,21444.4857715028,74.697,6.5,80.4075757114594,2.22705351047756,26417909.0,,32.517,67.483
Malaysia,MYS,2007,2.252,22305.118263117,74.961,6.5,82.1743691979912,2.17350461828888,26998389.0,,31.64,68.36
Malaysia,MYS,2008,2.262,22898.0027575442,75.151,6.5,83.9143478922538,2.09531674831339,27570059.0,,30.775,69.225
Malaysia,MYS,2009,2.223,22106.6417311801,75.269,6.5,85.6027332217319,1.99206021194285,28124778.0,,29.925,70.075
Malaysia,MYS,2010,2.144,23307.9698543785,75.376,6.5,87.2189194947497,1.87040612656176,28655776.0,,29.088,70.912
Malaysia,MYS,2011,2.153,24115.8181203958,75.488,6.5,88.7598204230711,1.75128008243176,29162039.0,,28.391,71.609
Malaysia,MYS,2012,2.117,25006.3587781537,75.552,6.5,90.2840693958302,1.70269513202166,29662831.0,,27.725,72.275
Malaysia,MYS,2013,2.07,25736.3525554142,75.464,6.5,91.8407091766854,1.70946282045073,30174265.0,,27.07,72.93
Malaysia,MYS,2014,2.058,26818.4317281659,75.345,6.6,93.4291188555775,1.7147407282165,30696137.0,,26.423,73.577
Malaysia,MYS,2015,2.008,27699.6278860387,75.288,6.6,95.0625414700959,1.73319445645586,31232798.0,,25.787,74.213
Malaysia,MYS,2016,1.942,28425.3707609412,75.371,6.7,96.7575254907929,1.76731054757933,31789685.0,,25.16,74.84
Malaysia,MYS,2017,1.893,29551.5457597197,75.542,6.7,98.4801217470705,1.76466064017847,32355644.0,,24.553,75.447
Malaysia,MYS,2018,1.838,30459.9655338061,75.734,6.7,100.170345457312,1.70174731907235,32910967.0,,23.964,76.036
Malaysia,MYS,2019,1.777,31300.5086554849,75.9,6.7,101.782364936844,1.59646653343981,33440596.0,8.4,23.393,76.607
Malaysia,MYS,2020,1.68,29200.452632127,76.057,6.7,103.148860143053,1.33363323143911,33889558.0,,22.84,77.16
Malaysia,MYS,2021,1.555,29822.8491831618,73.917,6.7,104.344541165728,1.15251304394292,34282399.0,6.2,22.304,77.696
Malaysia,MYS,2022,1.55,32079.1515157489,75.444,6.7,105.601865773855,1.1977720012836,34695493.0,,21.786,78.214
Malaysia,MYS,2023,1.55,32812.2997525336,76.657,6.8,,1.23402869169549,35126298.0,,21.284,78.716
Myanmar,MMR,1960,5.901,,44.086,,,,21730250.0,,80.774,19.226
Myanmar,MMR,1961,5.9,,44.603,,33.9850368760902,2.18634979176609,22210581.0,,80.434,19.566
Myanmar,MMR,1962,5.904,,45.264,,34.7411313768094,2.20039913928751,22704719.0,,80.09,19.91
Myanmar,MMR,1963,5.905,,45.951,,35.5194907733268,2.2157254424199,23213408.0,,79.741,20.259
Myanmar,MMR,1964,5.907,,46.653,,36.3211356611684,2.23182397635455,23737315.0,,79.387,20.613
Myanmar,MMR,1965,5.912,,47.405,,37.1506426538544,2.25812484583624,24279431.0,,79.029,20.971
Myanmar,MMR,1966,5.876,,48.181,,38.0030235333721,2.26846533222225,24836496.0,,78.666,21.334
Myanmar,MMR,1967,5.842,,48.86,,38.8750941028858,2.26880679206669,25406429.0,,78.299,21.701
Myanmar,MMR,1968,5.797,,49.4,126.4,39.7675153777887,2.26965913331896,25989662.0,,77.927,22.073
Myanmar,MMR,1969,5.747,,50.02,124.7,40.6786302292132,2.26525162825306,26585112.0,,77.551,22.449
Myanmar,MMR,1970,5.682,,50.47,123.0,41.6088012975487,2.26088157769285,27193016.0,,77.17,22.83
Myanmar,MMR,1971,5.615,,51.027,121.4,42.5486106435719,2.23354876191716,27807219.0,,76.785,23.215
Myanmar,MMR,1972,5.527,,51.397,119.6,43.4989809346023,2.20903088681752,28428324.0,,76.394,23.606
Myanmar,MMR,1973,5.435,,51.763,117.8,44.4140955412064,2.08193751709596,29026388.0,,76.097,23.903
Myanmar,MMR,1974,5.341,,52.092,115.9,45.288990727423,1.95070864521903,29598167.0,,76.087,23.913
Myanmar,MMR,1975,5.249,,52.493,113.8,46.1740138323592,1.93531960277648,30176565.0,,76.078,23.922
Myanmar,MMR,1976,5.159,,52.908,111.7,47.0649248707042,1.91108600294956,30758811.0,,76.067,23.933
Myanmar,MMR,1977,5.069,,53.266,109.7,47.9786485907519,1.92280622097824,31355966.0,,76.058,23.942
Myanmar,MMR,1978,4.985,,53.522,107.7,48.922753006702,1.94864940048061,31972976.0,,76.048,23.952
Myanmar,MMR,1979,4.897,,54.026,105.9,49.8769011843192,1.93154085428877,32596550.0,,76.038,23.962
Myanmar,MMR,1980,4.789,,54.374,104.2,50.8418826697677,1.91624834382687,33227204.0,,76.027,23.973
Myanmar,MMR,1981,4.688,,54.699,102.5,51.8082795238241,1.88294959545959,33858783.0,,76.018,23.982
Myanmar,MMR,1982,4.662,,55.033,101.1,52.763358019402,1.82670000332865,34482965.0,,76.007,23.993
Myanmar,MMR,1983,4.633,,55.308,99.6,53.8034626801726,1.95208542880678,35162715.0,,75.958,24.042
Myanmar,MMR,1984,4.517,,55.596,98.3,54.9305520702635,2.07318705550566,35899313.0,,75.788,24.212
Myanmar,MMR,1985,4.316,,55.816,97.1,56.0376212626618,1.99535756981766,36622827.0,,75.619,24.381
Myanmar,MMR,1986,4.081,,56.084,95.8,57.096548030725,1.87203865962695,37314878.0,,75.448,24.552
Myanmar,MMR,1987,3.861,,56.353,94.6,58.1014077179668,1.74462327581601,37971594.0,,75.276,24.724
Myanmar,MMR,1988,3.67,,56.57,93.4,59.0643679040304,1.64379378529744,38600927.0,,75.104,24.896
Myanmar,MMR,1989,3.593,,56.889,92.0,60.0033938244025,1.57732937202558,39214618.0,,74.931,25.069
Myanmar,MMR,1990,3.504,775.328254381946,57.159,90.6,60.9254995868654,1.52506751457934,39817251.0,,74.757,25.243
Myanmar,MMR,1991,3.432,759.282764169675,57.395,89.0,61.8082351501056,1.43848109338153,40394154.0,,74.582,25.418
Myanmar,MMR,1992,3.354,821.327755047069,57.681,87.4,62.6592741071702,1.36750903862328,40950342.0,,74.407,25.593
Myanmar,MMR,1993,3.281,859.345526733538,58.032,85.7,63.5040380083851,1.33917937317586,41502429.0,,74.231,25.769
Myanmar,MMR,1994,3.204,911.468427954554,58.326,84.0,64.3497612999969,1.32297300734248,42055143.0,,74.054,25.946
Myanmar,MMR,1995,3.127,962.209421824456,58.671,82.3,65.1916301986106,1.2997864871869,42605338.0,,73.876,26.124
Myanmar,MMR,1996,3.058,1011.15993423268,59.169,80.6,66.0324693209291,1.28154909567186,43154860.0,,73.697,26.303
Myanmar,MMR,1997,2.985,1054.76742791258,59.523,78.8,66.880065489488,1.27543675227322,43708798.0,,73.518,26.482
Myanmar,MMR,1998,2.912,1102.79096369392,59.896,77.2,67.720098234232,1.24820598731574,44257793.0,,73.337,26.663
Myanmar,MMR,1999,2.851,1209.01642809988,60.107,75.5,68.5309606144995,1.1902615071828,44787724.0,,73.157,26.843
Myanmar,MMR,2000,2.813,1359.93038778027,60.357,73.9,69.3007941365486,1.11707426022512,45290841.0,,72.975,27.025
Myanmar,MMR,2001,2.793,1498.31163236515,60.64,72.3,70.0357116626373,1.05489130356671,45771139.0,,72.792,27.208
Myanmar,MMR,2002,2.765,1661.73588517121,60.925,70.5,70.7418872601524,1.00325836797547,46232653.0,,72.609,27.391
Myanmar,MMR,2003,2.68,1874.17128269376,61.196,68.8,71.406787648805,0.93550676889734,46667192.0,,72.425,27.575
Myanmar,MMR,2004,2.588,2110.23728495817,61.443,66.9,72.0344831808026,0.856837524813252,47068772.0,,72.24,27.76
Myanmar,MMR,2005,2.515,2377.9025816296,61.72,65.0,72.6067788049467,0.78215232398828,47438365.0,48.2,72.054,27.946
Myanmar,MMR,2006,2.471,2669.32700379981,62.026,62.9,73.1252161537638,0.728331835978341,47785135.0,,71.868,28.132
Myanmar,MMR,2007,2.447,2968.3033151234,62.367,60.8,73.6397401762762,0.708807824555326,48125043.0,,71.681,28.319
Myanmar,MMR,2008,2.404,3254.73897888079,56.364,70.8,74.0701856698964,0.550688224031359,48390793.0,,71.493,28.507
Myanmar,MMR,2009,2.369,3578.17424704491,63.095,56.4,74.4840945966631,0.555720175554536,48660459.0,,71.305,28.695
Myanmar,MMR,2010,2.335,3893.79030665848,63.479,54.2,75.045742889508,0.745099607969388,49024382.0,42.2,71.115,28.885
Myanmar,MMR,2011,2.306,4078.61220919938,63.859,52.1,75.6475990754489,0.803379211413432,49419820.0,,70.925,29.075
Myanmar,MMR,2012,2.276,4340.99945069145,64.251,50.0,76.3032167189773,0.841507088171189,49837446.0,,70.734,29.266
Myanmar,MMR,2013,2.264,4666.9537614136,64.617,48.1,76.9624823911313,0.849578652965248,50262658.0,,70.543,29.457
Myanmar,MMR,2014,2.252,5006.50667149837,64.994,46.3,77.6040209468978,0.830118073348831,50681634.0,,70.35,29.65
Myanmar,MMR,2015,2.266,5313.88615901501,65.288,44.6,78.2278679487965,0.800670952631538,51089056.0,32.1,70.142,29.858
Myanmar,MMR,2016,2.27,5580.98977273194,65.64,43.1,78.8867551089188,0.792792538685626,51495696.0,,69.918,30.082
Myanmar,MMR,2017,2.252,5877.87465558136,65.909,41.6,79.5020114898506,0.772302033467657,51894938.0,24.8,69.678,30.322
Myanmar,MMR,2018,2.228,6201.26341429761,66.232,40.2,80.0861758847863,0.72443284342539,52272247.0,,69.421,30.579
Myanmar,MMR,2019,2.206,6562.98898478581,66.457,38.9,80.6507017006282,0.702425162747352,52640713.0,,69.148,30.852
Myanmar,MMR,2020,2.179,5926.83450206641,66.612,37.6,81.2302112859485,0.711376906349628,53016522.0,,68.859,31.141
Myanmar,MMR,2021,2.158,5178.44718217164,65.553,36.4,81.7980020531049,0.696558038955431,53387102.0,,68.552,31.448
Myanmar,MMR,2022,2.131,5350.4766689956,66.506,35.2,82.3644215300228,0.690074759264932,53756787.0,,68.229,31.771
Myanmar,MMR,2023,2.115,5364.13797034407,66.889,34.1,,0.698879396261223,54133798.0,,67.888,32.112
Nepal,NPL,1960,6.069,,38.652,217.3,,,10123658.0,,96.52,3.48
Nepal,NPL,1961,6.093,,38.966,214.9,72.1566153846154,1.90532606188008,10318396.0,,96.429,3.571
Nepal,NPL,1962,6.082,,39.333,211.9,73.5742377622378,1.94559637163818,10521116.0,,96.388,3.612
Nepal,NPL,1963,6.056,,39.608,208.6,75.0336923076923,1.96423093760974,10729818.0,,96.347,3.653
Nepal,NPL,1964,6.043,,40.229,204.8,76.5481958041958,1.99833095399361,10946392.0,,96.305,3.695
Nepal,NPL,1965,6.007,,40.688,200.7,78.1357412587413,2.05270337462848,11173411.0,,96.263,3.737
Nepal,NPL,1966,5.98,,41.239,196.4,79.7811888111888,2.08401607663451,11408710.0,,96.22,3.78
Nepal,NPL,1967,5.954,,41.71,192.1,81.4875244755245,2.11621871256892,11652716.0,,96.177,3.823
Nepal,NPL,1968,5.944,,42.173,188.0,83.2606013986014,2.15255302704586,11906266.0,,96.133,3.867
Nepal,NPL,1969,5.893,,42.722,183.9,85.0841678321678,2.16655114658881,12167036.0,,96.089,3.911
Nepal,NPL,1970,5.869,,43.151,179.9,86.9663636363636,2.18804426803254,12436190.0,,96.044,3.956
Nepal,NPL,1971,5.845,,43.616,176.4,88.8815454545455,2.17831142561141,12710061.0,,95.995,4.005
Nepal,NPL,1972,5.801,,44.068,172.9,90.8328601398601,2.17165826695401,12989099.0,,95.802,4.198
Nepal,NPL,1973,5.701,,44.485,169.4,92.8338391608392,2.17901035024548,13275239.0,,95.601,4.399
Nepal,NPL,1974,5.75,,44.919,166.1,94.8841608391608,2.184556853433,13568435.0,,95.39,4.61
Nepal,NPL,1975,5.733,,45.499,162.7,96.9978671328671,2.20322019517039,13870695.0,,95.17,4.83
Nepal,NPL,1976,5.717,,45.991,159.1,99.1443986013986,2.18883692426696,14177649.0,,94.939,5.061
Nepal,NPL,1977,5.688,,46.628,155.5,101.392832167832,2.24250407950159,14499175.0,,94.698,5.302
Nepal,NPL,1978,5.676,,47.202,151.8,103.774090909091,2.32139337112464,14839695.0,,94.447,5.553
Nepal,NPL,1979,5.644,,47.766,148.0,106.227902097902,2.33704722289842,15190590.0,,94.184,5.816
Nepal,NPL,1980,5.603,,48.333,144.0,108.762972027972,2.35841399523803,15553105.0,,93.909,6.091
Nepal,NPL,1981,5.576,,48.662,140.0,111.345615384615,2.34680701789386,15922423.0,,93.624,6.376
Nepal,NPL,1982,5.549,,49.181,136.1,113.971937062937,2.33132359261436,16297987.0,,93.384,6.616
Nepal,NPL,1983,5.536,,49.676,132.0,116.707125874126,2.37153469272205,16689119.0,,93.136,6.864
Nepal,NPL,1984,5.509,,50.227,127.9,119.477216783217,2.34580997576512,17085242.0,,92.879,7.121
Nepal,NPL,1985,5.457,,50.922,123.8,122.221622377622,2.27102749578173,17477692.0,,92.614,7.386
Nepal,NPL,1986,5.4,,51.594,119.5,124.951916083916,2.20930183498894,17868124.0,,92.34,7.66
