indicator,country,countryiso3code,date,value,unit,obs_status,decimal,Region
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2017,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2015,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2012,17.7,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2011,20.5,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2010,22.1,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2009,23.9,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2008,34.0,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2006,45.0,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2003,50.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Cambodia,KHM,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2021,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2020,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2019,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2018,18.3,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2017,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2015,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2012,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2011,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2010,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2009,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2008,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2006,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Lao PDR,LAO,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2021,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2020,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2019,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2018,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2017,24.8,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2015,32.1,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2012,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2011,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2010,42.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2009,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2008,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2006,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2005,48.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Myanmar,MMR,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2021,6.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2020,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2019,8.4,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2018,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2017,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2015,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2012,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2011,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2010,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2009,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2008,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2006,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1976,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1975,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1974,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1973,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1972,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1971,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1970,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1969,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1968,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1967,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1966,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1965,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1964,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1963,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1962,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1961,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Malaysia,MYS,1960,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2024,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2023,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2022,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2021,18.1,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2020,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2019,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2018,16.7,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2017,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2016,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2015,23.5,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2014,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2013,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2012,25.2,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2011,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2010,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2009,26.3,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2008,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2007,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2006,26.6,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2005,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2004,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2003,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2002,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2001,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,2000,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1999,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1998,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1997,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1996,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1995,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1994,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1993,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1992,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1991,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1990,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1989,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1988,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1987,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1986,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1985,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1984,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1983,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1982,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1981,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1980,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1979,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1978,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1977,,,,1,ASEAN
Poverty headcount ratio at national poverty lines (% of population),Philippines,PHL,1976,,,,1,ASEAN
