indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Population, total",Philippines,PHL,2012,100175512.0,,,0
"Population, total",Philippines,PHL,2011,98248614.0,,,0
"Population, total",Philippines,PHL,2010,96337125.0,,,0
"Population, total",Philippines,PHL,2009,94384250.0,,,0
"Population, total",Philippines,PHL,2008,92699095.0,,,0
"Population, total",Philippines,PHL,2007,91075184.0,,,0
"Population, total",Philippines,PHL,2006,89508986.0,,,0
"Population, total",Philippines,PHL,2005,88015962.0,,,0
"Population, total",Philippines,PHL,2004,86394504.0,,,0
"Population, total",Philippines,PHL,2003,84731835.0,,,0
"Population, total",Philippines,PHL,2002,83068889.0,,,0
"Population, total",Philippines,PHL,2001,81401488.0,,,0
"Population, total",Philippines,PHL,2000,79625397.0,,,0
"Population, total",Philippines,PHL,1999,77753257.0,,,0
"Population, total",Philippines,PHL,1998,75791024.0,,,0
"Population, total",Philippines,PHL,1997,73908810.0,,,0
"Population, total",Philippines,PHL,1996,72190242.0,,,0
"Population, total",Philippines,PHL,1995,70546246.0,,,0
"Population, total",Philippines,PHL,1994,69019291.0,,,0
"Population, total",Philippines,PHL,1993,67530621.0,,,0
"Population, total",Philippines,PHL,1992,65926125.0,,,0
"Population, total",Philippines,PHL,1991,64382249.0,,,0
"Population, total",Philippines,PHL,1990,62854666.0,,,0
"Population, total",Philippines,PHL,1989,61265260.0,,,0
"Population, total",Philippines,PHL,1988,59739052.0,,,0
"Population, total",Philippines,PHL,1987,58157496.0,,,0
"Population, total",Philippines,PHL,1986,56645077.0,,,0
"Population, total",Philippines,PHL,1985,55213006.0,,,0
"Population, total",Philippines,PHL,1984,53726181.0,,,0
"Population, total",Philippines,PHL,1983,52194620.0,,,0
"Population, total",Philippines,PHL,1982,50695707.0,,,0
"Population, total",Philippines,PHL,1981,49311727.0,,,0
"Population, total",Philippines,PHL,1980,48043740.0,,,0
"Population, total",Philippines,PHL,1979,46807103.0,,,0
"Population, total",Philippines,PHL,1978,45575281.0,,,0
"Population, total",Philippines,PHL,1977,44367962.0,,,0
"Population, total",Philippines,PHL,1976,43201488.0,,,0
"Population, total",Philippines,PHL,1975,42120826.0,,,0
"Population, total",Philippines,PHL,1974,41174341.0,,,0
"Population, total",Philippines,PHL,1973,40294130.0,,,0
"Population, total",Philippines,PHL,1972,39408560.0,,,0
"Population, total",Philippines,PHL,1971,38518659.0,,,0
"Population, total",Philippines,PHL,1970,37622204.0,,,0
"Population, total",Philippines,PHL,1969,36660799.0,,,0
"Population, total",Philippines,PHL,1968,35638342.0,,,0
"Population, total",Philippines,PHL,1967,34621320.0,,,0
"Population, total",Philippines,PHL,1966,33617170.0,,,0
"Population, total",Philippines,PHL,1965,32625316.0,,,0
"Population, total",Philippines,PHL,1964,31643032.0,,,0
"Population, total",Philippines,PHL,1963,30674731.0,,,0
"Population, total",Philippines,PHL,1962,29723536.0,,,0
"Population, total",Philippines,PHL,1961,28792621.0,,,0
"Population, total",Philippines,PHL,1960,27891897.0,,,0
"Population, total",Singapore,SGP,2024,,,,0
"Population, total",Singapore,SGP,2023,5917648.0,,,0
"Population, total",Singapore,SGP,2022,5637022.0,,,0
"Population, total",Singapore,SGP,2021,5453566.0,,,0
"Population, total",Singapore,SGP,2020,5685807.0,,,0
"Population, total",Singapore,SGP,2019,5703569.0,,,0
"Population, total",Singapore,SGP,2018,5638676.0,,,0
"Population, total",Singapore,SGP,2017,5612253.0,,,0
"Population, total",Singapore,SGP,2016,5607283.0,,,0
"Population, total",Singapore,SGP,2015,5535002.0,,,0
"Population, total",Singapore,SGP,2014,5469724.0,,,0
"Population, total",Singapore,SGP,2013,5399162.0,,,0
"Population, total",Singapore,SGP,2012,5312437.0,,,0
"Population, total",Singapore,SGP,2011,5183688.0,,,0
"Population, total",Singapore,SGP,2010,5076732.0,,,0
"Population, total",Singapore,SGP,2009,4987573.0,,,0
"Population, total",Singapore,SGP,2008,4839396.0,,,0
